WPL;Work Package Leads (“whipple”);sentinel
WS;Weapon System;sentinel
WSAM;Weapon System Architecture Model;sentinel
WSC2;Weapon System Command & Control;sentinel
WSE;Weapon Safety Endorsement;sentinel
WSEC;Weapon System Engineering Council (Lead Engineers);sentinel
WSER;Weapon System Effectiveness Report /w?z?r/;sentinel
WSP;Weapon System Processor;sentinel
WSS;Weapon System Specification;sentinel
WSSIL;Weapon System System Integration Lab;sentinel
WSSDM;Weapon System Sustainment & Deployment Model;sentinel
WSSR;Weapon System Safety Rules;sentinel
WST;Weapon System Test;sentinel
WSUC;Weapon System Use Cases;sentinel
WIPT;Working-level Integrated Product Team;sentinel
XIPT;Cross IPT;sentinel
ZTA;Zero Trust Architecture;sentinel
